bootstrap_replicate,bootstrap_statistic,n_contributing_bootstrap_clusters,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
616,0.011723598683455745,45,31,11,26,117,162
617,0.022772007945261796,43,30,13,29,106,154
618,0.019565331825218912,46,31,11,26,109,172
619,0.02035760671498625,45,28,13,31,134,188
620,0.035598204791344235,43,28,10,28,126,296
621,0.023156184381492924,42,30,12,28,127,184
622,0.014488324032932792,43,32,9,23,81,124
623,0.022808793412100993,42,28,13,31,150,242
624,0.007787880133177737,45,28,12,30,118,186
625,0.010706976350707192,45,27,11,30,92,182
626,0.014252207266334763,42,32,12,26,97,124
627,0.014712451050559308,45,30,14,30,132,144
628,0.015125552619112005,44,30,13,29,136,184
629,0.01778838107914464,43,28,12,30,99,174
630,0.020658885777614322,42,29,11,28,95,144
631,0.02522538633981164,45,29,12,29,124,196
632,0.016017828251051774,43,32,9,23,86,140
633,0.01829462985628018,46,28,14,32,119,152
634,0.02158452025553928,45,31,12,27,165,240
635,0.009494854730739799,45,28,14,32,142,196
636,0.01299809424257714,43,31,12,27,104,152
637,0.012497007304836036,44,27,13,32,136,246
638,0.012894371464055733,44,28,13,31,165,250
639,0.01342180859905132,44,30,12,28,112,204
640,0.023386015215405745,44,27,14,33,133,192
641,0.025845294958720143,44,29,13,30,140,206
642,0.01770211408827759,41,29,12,29,78,120
643,0.013723995229066935,45,30,12,28,84,120
644,0.014604533936830158,45,32,11,25,86,122
645,0.015024336934839306,42,28,13,31,133,210
646,0.022167926048595733,46,28,14,32,171,242
647,0.02465378140282673,43,29,13,30,101,146
648,0.012293320060110236,42,29,12,29,95,146
649,0.02175979307158664,42,28,12,30,102,184
650,0.022517254441013407,43,31,11,26,109,204
651,0.009016704169360654,46,25,15,36,141,228
652,0.017525551353912892,45,27,15,34,146,230
653,0.017591849196360712,45,33,10,23,123,188
654,0.01733036482787368,45,29,11,28,94,176
655,0.01662472239255653,45,30,13,29,132,156
656,0.013411248265447831,45,28,11,29,108,198
657,0.014363524631234352,42,26,15,35,160,228
658,0.017047297883674383,44,24,15,37,168,268
659,0.010983383586840853,44,27,14,33,119,194
660,0.015278403126086734,44,28,11,29,139,308
661,0.007808903671449881,44,26,15,35,149,206
662,0.018808790062925063,46,30,13,29,137,234
663,0.013258506346386173,43,32,10,24,81,126
664,0.025389546342776844,40,29,12,29,106,158
665,0.011607374457203837,44,30,11,27,115,188
666,0.025523301469415127,44,32,10,24,129,182
667,0.01647920708332547,42,27,13,32,109,162
668,0.009494854730739799,45,30,14,30,138,180
669,0.009595218669781455,45,28,14,32,166,220
670,0.024435325060902527,43,28,14,32,96,120
671,0.009360789369685082,45,33,10,23,83,104
672,0.013644120688660891,46,28,10,28,146,360
673,0.013683414372867377,44,27,12,31,97,172
674,0.02143407000015457,42,29,12,29,96,132
675,0.02553018520532184,43,29,10,27,97,184
676,0.013693865041691913,44,31,13,28,139,202
677,0.012436311759245453,42,30,12,28,97,170
678,0.0259734659820548,45,28,12,30,138,228
679,0.012566267647879867,44,29,15,32,121,142
680,0.020881078814130663,44,28,15,33,152,182
681,0.019779273564670484,43,30,12,28,127,198
682,0.008975417841895882,42,30,12,28,128,272
683,0.02193978990218173,42,32,13,27,102,114
684,0.01683693623570337,44,30,10,26,84,152
685,0.019970139632129152,43,32,11,25,104,146
686,0.01670071417183233,45,30,13,29,114,158
687,0.01762854219390471,44,29,13,30,109,170
688,0.029621281401422866,43,29,12,29,128,188
689,0.012816233534040808,45,34,7,19,87,208
690,0.01209451893489942,46,29,12,29,129,184
691,0.01881001630154471,42,31,13,28,112,130
692,0.01342086927226524,44,29,12,29,166,300
693,0.021198049494605763,43,32,13,27,117,132
694,0.020427233020867484,43,30,11,27,83,128
695,0.016529251287092102,43,31,13,28,125,152
696,0.017446877325910354,43,33,10,23,84,108
697,0.006293650700322818,46,27,12,31,123,186
698,0.028187827258901996,45,28,11,29,128,244
699,0.012976629018267322,44,26,11,31,142,276
700,0.01639288922434827,45,28,15,33,162,216
701,0.01390139818776788,41,31,12,27,81,98
702,0.00937453517604682,43,28,14,32,153,198
703,0.022460650237115413,44,23,16,39,194,328
704,0.016498983447172003,46,27,16,35,154,190
705,0.014769622952574148,45,28,13,31,108,180
706,0.018802142634659742,46,30,13,29,152,200
707,0.01668497479662214,41,29,13,30,115,144
708,0.012944915751117059,45,30,12,28,128,194
709,0.004940312672252565,44,25,14,35,123,228
710,0.02466267073260331,46,30,12,28,113,168
711,0.014479767289619049,46,30,13,29,136,230
712,0.013588258797938124,43,33,10,23,83,116
713,0.017600319693477307,43,29,13,30,110,146
714,0.01268494954226388,44,37,8,17,82,106
715,0.020303590573794453,43,26,13,33,113,168
716,0.020534839085924853,46,31,12,27,96,120
717,0.009595218669781455,45,29,13,30,152,236
718,0.01593351783566075,45,28,14,32,158,242
719,0.016205699375821156,45,28,12,30,168,270
720,0.028068164752364802,43,29,13,30,125,172
721,0.013205498539321014,45,29,11,28,136,230
722,0.023607028610615907,45,33,10,23,97,144
723,0.021992579477926093,44,31,10,25,120,240
724,0.014182251584289225,44,27,14,33,124,184
725,0.011844141745560175,44,32,11,25,124,224
726,0.01641082180545421,43,26,14,34,122,230
727,0.009065091671101297,44,31,12,27,175,250
728,0.012838045945319732,45,31,11,26,148,264
729,0.011391654548324123,43,31,12,27,101,134
730,0.012979477890044791,46,31,11,26,117,174
731,0.012301336966166955,42,31,12,27,81,108
732,0.0277673301029858,44,32,11,25,72,108
733,0.02092966067721426,44,30,11,27,109,184
734,0.009263659649031378,45,29,14,31,138,160
735,0.01492097208416203,44,29,10,27,100,220
736,0.012830335552057596,46,29,12,29,133,254
737,0.01550236056147096,44,29,12,29,131,188
738,0.012741831913820174,42,28,14,32,94,130
739,0.02356076167154022,46,31,11,26,125,170
740,0.015459760248046385,42,30,14,30,111,126
741,0.016990918769331086,43,28,14,32,149,212
742,0.015507635414099455,45,29,13,30,152,332
743,0.013329669867521848,46,29,10,27,104,198
744,0.017571065439426832,44,30,12,28,98,144
745,0.018983272493012335,46,27,14,33,161,252
746,0.014202746173260769,45,31,14,29,138,150
747,0.00853372882025668,43,33,11,24,89,98
748,0.016083719262001958,43,31,12,27,124,154
749,0.010330216168666313,45,28,10,28,155,314
750,0.014715069061845859,42,24,13,35,176,434
751,0.018126588310523193,44,32,11,25,98,128
752,0.017953586174177378,42,29,13,30,121,148
753,0.01062736332986142,44,29,14,31,118,154
754,0.00690256101543401,45,27,9,28,111,262
755,0.01212110663154859,42,28,16,34,117,144
756,0.021221162797035092,46,24,12,34,132,256
757,0.019842753121286125,46,25,14,35,158,302
758,0.014721386210175182,44,30,13,29,130,190
759,0.01401809376811769,43,29,15,32,143,182
760,0.012440111389224837,46,33,9,22,89,146
761,0.014967457796983656,43,28,14,32,152,212
762,0.023666159866839717,45,29,14,31,115,148
763,0.0121484626281846,45,29,12,29,101,164
764,0.013726786058877213,46,32,9,23,104,272
765,0.014146278638936617,45,33,9,22,136,258
766,0.024161596514162102,44,28,10,28,120,240
767,0.022393922473430514,45,28,14,32,152,196
768,0.012100552812830422,43,33,10,23,77,104
769,0.023850650666843717,44,29,12,29,126,200
770,0.020963424659151388,42,32,11,25,84,114
771,0.023118783446653947,44,31,9,24,114,234
772,0.018209978032178997,45,33,11,24,123,150
773,0.018178671554721734,45,25,13,34,106,174
774,0.009442842329529626,45,28,14,32,158,212
775,0.0088804011789353,43,29,11,28,101,164
776,0.015957721935945635,45,28,13,31,111,160
777,0.015811010600656268,46,30,12,28,120,162
778,0.012098847960031571,44,30,11,27,107,164
779,0.011106485423084317,46,29,11,28,100,152
780,0.0210529857713641,45,35,10,21,92,104
781,0.01085590515545344,45,29,12,29,171,334
782,0.028072080842760055,45,28,13,31,146,240
783,0.01228318949890738,45,29,10,27,124,252
784,0.01878113264877942,46,28,12,30,124,244
785,0.02050459343808641,46,29,13,30,103,136
786,0.014483893895109696,46,31,12,27,108,138
787,0.01980057066062957,45,32,10,24,95,148
788,0.011494681125315674,44,26,15,35,174,240
789,0.008414862607484572,45,25,13,34,165,280
790,0.012133276197908861,40,27,12,31,128,208
791,0.019842753121286125,45,33,10,23,86,116
792,0.017998292605577823,42,29,13,30,132,168
793,0.017852970932911872,44,31,13,28,146,194
794,0.012148010506537618,42,33,11,24,113,128
795,0.016160438425496026,45,31,12,27,97,176
796,0.017132045535206322,45,30,12,28,124,182
797,0.013471780973442898,43,31,11,26,89,138
798,0.01621690668885846,44,30,11,27,121,184
799,0.014279727450631677,43,28,16,34,130,142
800,0.031219795138651016,41,29,12,29,89,134
801,0.015507635414099455,43,35,11,22,76,76
802,0.02175061695063503,42,29,13,30,111,168
803,0.015330558306193794,44,30,10,26,87,150
804,0.014186536067943359,44,28,11,29,98,156
805,0.018723562697040938,45,33,13,26,84,84
806,0.009283892763805111,45,31,10,25,106,166
807,0.011566713747100922,42,30,13,29,98,112
808,0.017601457185948,43,31,12,27,141,204
809,0.017985049940713062,44,28,12,30,121,190
810,0.01649562693624764,41,26,13,33,110,164
811,0.012532988752480795,43,29,13,30,111,156
812,0.013323449954785072,45,31,12,27,111,144
813,0.006603095979784021,44,31,8,23,96,196
814,0.02013014746378185,44,29,12,29,109,166
815,0.01302838779365928,43,28,16,34,147,168
816,0.013255381338873884,43,30,12,28,120,216
817,0.01268804538540895,46,29,11,28,137,260
818,0.016355558253734845,43,28,13,31,153,280
819,0.012931059161832376,46,27,13,32,175,268
820,0.021672476142281745,43,25,13,34,162,368
821,0.011151377270635851,42,28,10,28,123,226
822,0.02387193219076464,43,31,11,26,120,186
823,0.015176884447863252,46,29,12,29,164,252
824,0.0182314054563172,45,29,10,27,82,160
825,0.01215596866435234,43,28,12,30,137,270
826,0.005683364574098702,45,31,12,27,125,182
827,0.014011614203439257,45,31,10,25,112,232
828,0.016396323797282047,46,32,9,23,81,132
829,0.02167506617118671,45,29,10,27,103,226
830,0.024986636582318943,44,31,12,27,115,148
831,0.023666026883721547,44,26,14,34,124,206
832,0.018419898516677254,45,30,11,27,93,138
833,0.022962266999933513,44,30,11,27,125,208
834,0.017510652649041038,43,30,12,28,117,162
835,0.019361895653640895,43,24,15,37,142,238
836,0.01667285135705823,44,31,12,27,112,136
837,0.012506810141344804,45,26,13,33,120,200
838,0.014282290512617458,42,30,12,28,107,134
839,0.01354316875899484,42,29,11,28,156,326
840,0.01661778901349406,44,32,12,26,103,118
841,0.011391654548324123,45,32,12,26,106,130
842,0.015543794703421904,45,28,15,33,138,168
843,0.019491553243019807,45,29,13,30,141,218
844,0.01619809161740863,46,30,10,26,163,386
845,0.01932477686272919,46,31,11,26,95,146
846,0.021772429554402034,46,30,11,27,115,198
847,0.010847104814516593,44,29,13,30,123,162
848,0.012376126217071855,45,29,12,29,119,162
849,0.02615629888038952,41,28,12,30,114,170
850,0.011208987654018045,46,28,13,31,155,250
851,0.01857558470886385,44,31,11,26,94,142
852,0.010673913882891913,43,29,13,30,114,168
853,0.01906591640517591,45,30,11,27,116,178
854,0.01262480542049138,43,31,14,29,121,136
855,0.02772286545465416,43,34,11,23,68,74
856,0.014701530477174998,45,29,12,29,127,190
857,0.02566886282028676,42,30,13,29,101,134
858,0.01082541169754607,44,34,9,21,97,186
859,0.0157487340890713,45,28,13,31,173,344
860,0.012990926708523157,45,31,11,26,106,160
861,0.010933712020491065,41,30,13,29,112,136
862,0.01702877645446204,43,25,15,36,184,300
863,0.011545241749987403,45,30,13,29,140,210
864,0.011009281654396609,45,30,11,27,120,198
865,0.02561346746260562,43,32,11,25,99,150
866,0.006783025768190707,44,31,12,27,92,114
867,0.015437322475901374,44,32,10,24,99,152
868,0.016049793162583356,44,27,15,34,151,196
869,0.009335657688773716,44,28,12,30,142,244
870,0.023583292321508513,44,32,11,25,138,230
871,0.010304592230775012,43,35,8,19,78,148
872,0.019994579972826915,45,28,12,30,106,178
873,0.02053928386286185,43,31,12,27,108,162
874,0.024949190804766326,42,28,11,29,116,212
875,0.02532117397654622,43,32,10,24,72,116
876,0.017468733294844725,44,28,10,28,74,150
877,0.020084925986391774,44,31,11,26,125,194
878,0.006830042673236503,44,33,11,24,134,214
879,0.02548529207796399,45,33,11,24,74,98
880,0.012029408591756854,44,30,13,29,171,234
881,0.01643916664057231,45,30,14,30,104,116
882,0.021760845610203514,46,29,14,31,162,192
883,0.019087077847185108,46,30,10,26,116,200
884,0.012701559777717447,43,29,14,31,154,184
885,0.021934910420864644,44,29,11,28,157,448
886,0.013978922827630011,43,33,10,23,82,124
887,0.014521480363105316,44,26,12,32,163,298
888,0.014363091525492595,46,30,14,30,115,136
889,0.02564266073008948,43,29,12,29,107,182
890,0.02370417530140148,43,27,13,32,117,194
891,0.01585663972612476,44,27,12,31,111,198
892,0.018426192212441364,45,27,11,30,144,308
893,0.01661778901349406,45,30,10,26,109,248
894,0.010894299046249549,43,32,12,26,157,196
895,0.02048003005426234,41,34,9,21,95,178
896,0.022481603865750016,46,27,15,34,159,246
897,0.015379182568630162,45,27,14,33,150,196
898,0.011688855833401731,42,27,14,33,143,218
899,0.013214328099532872,46,28,12,30,173,274
900,0.019540047153198035,45,26,16,36,161,236
901,0.0165853694955566,43,29,12,29,127,202
902,0.013518885085911161,43,32,10,24,81,114
903,0.009319097412539099,45,27,16,35,157,178
904,0.016578138995681346,42,29,9,26,94,212
905,0.01733036482787368,43,30,12,28,131,200
906,0.01648330812716376,45,29,12,29,123,186
907,0.014234519948036668,44,28,13,31,157,254
908,0.012172530302709858,45,31,10,25,112,178
909,0.022090429787909784,46,28,14,32,139,196
910,0.014011614203439257,45,28,15,33,148,208
911,0.020583105978029897,45,31,11,26,107,172
912,0.008620861032409735,44,28,12,30,106,154
913,0.009563584154867622,46,26,13,33,138,232
914,0.013198606252291259,45,31,12,27,141,210
915,0.022696272551440477,42,30,13,29,84,102
916,0.013205498539321014,45,33,9,22,78,118
917,0.018696788479094444,46,28,14,32,144,218
918,0.019072215435909486,45,31,10,25,141,252
919,0.012365498020435014,46,31,10,25,98,144
920,0.024877186498126022,43,32,9,23,121,310
921,0.010069645372229138,44,28,15,33,117,144
922,0.01751013370633428,46,28,14,32,130,166
923,0.015552312683932763,42,34,11,23,108,120
924,0.011114329730810224,44,28,14,32,161,218
925,0.020534820637369854,42,25,13,34,133,240
926,0.010751975462654065,45,28,14,32,145,232
927,0.0163205318094305,44,30,10,26,140,234
928,0.022879044768474875,45,29,14,31,161,254
929,0.016425081519687974,45,30,11,27,106,186
930,0.012427907579036914,42,31,12,27,102,174
931,0.014510205728731396,42,30,11,27,132,222
932,0.014808796377338736,43,30,10,26,94,176
933,0.014555089061776084,45,29,12,29,110,166
934,0.009394217604249765,43,28,15,33,135,192
935,0.011864825464077716,45,28,14,32,153,206
936,0.013592156229948124,43,31,11,26,123,202
937,0.015277753135604005,42,28,11,29,92,170
938,0.018626095888756022,45,30,13,29,155,206
939,0.011257326261017192,42,28,13,31,115,184
940,0.024184863680556855,43,28,12,30,137,194
941,0.012035121361082396,44,30,13,29,105,138
942,0.012476022837837206,46,32,11,25,105,144
943,0.012321149012651161,44,30,14,30,111,132
944,0.013777141765947479,43,29,12,29,88,140
945,0.019382047445482338,46,28,12,30,102,176
946,0.01129789207615678,43,27,13,32,132,248
947,0.011343101157461677,43,27,13,32,137,200
948,0.016149527431144124,42,32,10,24,93,142
949,0.013856844606848613,44,30,11,27,116,196
950,0.014465435336651351,45,30,11,27,77,126
951,0.018624358929039297,46,34,8,20,66,108
952,0.029632749918661105,45,30,12,28,142,202
953,0.010723223501765456,44,29,11,28,109,216
954,0.013939853388929797,44,30,13,29,145,196
955,0.013533223644282128,44,31,12,27,122,182
956,0.024367990495684718,42,32,9,23,79,118
957,0.013897058060019306,40,29,13,30,91,112
958,0.021263437886842387,42,27,13,32,86,134
959,0.01986988401458254,45,30,12,28,174,298
960,0.011547422651470199,43,29,12,29,105,142
961,0.018775183209697503,41,27,13,32,112,160
962,0.01976706770550328,45,28,14,32,151,194
963,0.011897441447488812,46,31,11,26,119,176
964,0.014323444520114845,45,28,10,28,139,316
965,0.015476904486854414,42,30,14,30,129,138
966,0.012037974271309496,45,32,12,26,91,106
967,0.020784889965716334,46,27,15,34,160,226
968,0.010085882766974696,42,34,9,21,82,96
969,0.013859372901617463,45,30,11,27,114,202
970,0.01109396455468268,44,29,11,28,129,210
971,0.027612503783956407,44,28,15,33,138,174
972,0.013715962640728205,44,28,14,32,126,186
973,0.014703062640195587,44,25,14,35,158,248
974,0.022697179214489778,46,28,12,30,151,430
975,0.008808062344880352,43,29,12,29,139,214
976,0.012304533842033075,46,27,16,35,133,154
977,0.016211896371948073,43,25,15,36,156,228
978,0.012282164958563865,45,32,11,25,108,144
979,0.013413944549968124,45,31,12,27,107,140
980,0.009793287397856044,43,27,11,30,139,280
981,0.016205699375821156,43,29,12,29,115,178
982,0.015351802496730217,45,28,13,31,127,172
983,0.018958035081246077,44,32,9,23,99,168
984,0.020809424675961037,45,29,13,30,139,196
985,0.009293718196251528,43,28,13,31,133,242
986,0.009603558090283904,45,30,13,29,126,148
987,0.008069820450328336,46,30,12,28,138,238
988,0.021506561508432238,44,26,14,34,169,296
989,0.011387439453416942,45,35,6,17,94,226
990,0.012016312812419307,46,27,15,34,137,184
991,0.014608557522041293,44,26,15,35,149,198
992,0.013871150084271977,45,25,12,33,161,420
993,0.014879458210734067,45,28,12,30,147,260
994,0.012599874079205035,44,32,11,25,105,184
995,0.014000107970433093,43,30,13,29,96,126
996,0.017753109121247675,45,24,16,38,150,210
997,0.013127955888938704,43,29,11,28,133,234
998,0.016178746717217377,44,29,12,29,118,208
999,0.030259595465257923,44,25,15,36,125,180
1000,0.0163337910880387,44,28,13,31,125,198
1001,0.006318364435014073,45,28,13,31,133,188
1002,0.021533360417525835,44,30,11,27,158,276
1003,0.012124143957737608,43,28,12,30,169,364
1004,0.030240054076839884,41,29,10,27,96,172
1005,0.011569641211218059,46,28,12,30,104,158
1006,0.013247698846213185,45,27,15,34,164,218
1007,0.0118514097364842,45,27,14,33,160,250
1008,0.015026960416650768,41,29,12,29,120,192
1009,0.011537655193627268,44,33,11,24,108,120
