bootstrap_replicate,n_unique_source_patients,n_source_patients_selected_more_than_once,n_bootstrap_copies_from_repeated_source_patients,n_profiles_from_repeated_source_patient_copies,n_pre_exclusion_zero_distance_external_candidates
1147,28,11,29,136,250
1148,32,9,23,95,166
1149,31,12,27,105,138
1150,26,13,33,120,196
1151,31,13,28,127,136
1152,29,14,31,150,202
1153,32,11,25,120,168
1154,29,15,32,147,174
1155,27,13,32,119,182
1156,27,15,34,159,198
1157,27,13,32,124,242
1158,29,15,32,121,148
1159,31,8,23,93,228
1160,24,14,36,155,254
1161,30,13,29,169,244
1162,29,12,29,82,110
1163,29,14,31,145,196
1164,31,10,25,123,206
1165,27,12,31,140,258
1166,30,11,27,143,258
1167,28,14,32,121,160
1168,31,13,28,133,178
1169,27,14,33,136,260
1170,29,14,31,121,148
1171,28,11,29,95,184
1172,28,17,35,170,194
1173,28,11,29,115,180
1174,33,13,26,114,114
1175,28,15,33,144,192
1176,30,12,28,125,172
1177,30,11,27,131,188
1178,25,14,35,151,224
1179,31,10,25,117,238
1180,25,13,34,154,274
1181,29,14,31,166,212
1182,30,9,25,102,264
1183,30,12,28,135,186
1184,28,14,32,114,174
1185,27,17,36,166,208
1186,31,12,27,94,112
1187,29,12,29,123,186
1188,32,7,21,94,242
1189,29,15,32,118,136
1190,28,13,31,105,154
1191,31,11,26,115,166
1192,30,13,29,106,142
1193,27,13,32,118,184
1194,30,13,29,102,122
1195,27,13,32,138,238
1196,31,11,26,109,184
1197,30,10,26,123,202
1198,28,14,32,130,170
1199,27,13,32,102,162
1200,31,12,27,118,142
1201,28,14,32,175,256
1202,31,13,28,134,170
1203,32,12,26,120,152
1204,29,11,28,94,146
1205,30,11,27,142,264
1206,27,13,32,144,240
1207,27,14,33,134,180
1208,29,13,30,188,284
1209,32,11,25,105,150
1210,28,14,32,143,244
1211,28,16,34,134,150
1212,30,12,28,92,122
1213,25,13,34,168,312
1214,28,14,32,120,156
1215,31,9,24,81,144
1216,30,10,26,106,166
1217,27,12,31,143,284
1218,28,11,29,101,170
1219,26,12,32,145,262
1220,30,12,28,112,148
1221,32,12,26,97,112
1222,30,10,26,109,178
1223,27,12,31,163,316
1224,29,11,28,107,178
1225,28,13,31,173,266
1226,29,13,30,107,166
1227,30,13,29,161,212
1228,29,12,29,95,140
1229,25,12,33,165,324
1230,31,13,28,106,118
1231,29,14,31,133,174
1232,31,13,28,108,126
1233,29,16,33,126,138
1234,31,10,25,101,180
1235,29,13,30,131,194
1236,28,13,31,144,270
1237,26,12,32,125,212
1238,26,14,34,113,176
1239,28,11,29,129,238
1240,27,13,32,122,242
1241,30,11,27,127,240
1242,28,11,29,158,272
1243,27,11,30,167,394
1244,30,13,29,119,154
1245,29,14,31,161,182
1246,25,14,35,153,264
1247,30,11,27,129,206
1248,30,14,30,153,168
1249,30,11,27,94,142
1250,26,12,32,123,228
1251,28,12,30,133,220
1252,27,14,33,132,216
1253,30,12,28,173,244
1254,26,10,30,94,194
1255,28,13,31,154,242
1256,29,12,29,136,230
1257,27,13,32,183,282
1258,32,11,25,116,178
1259,30,11,27,94,154
1260,26,16,36,151,208
1261,34,9,21,79,112
1262,33,10,23,72,100
1263,27,14,33,137,194
1264,28,13,31,148,202
1265,29,12,29,134,222
1266,28,11,29,128,234
1267,28,16,34,132,150
1268,29,11,28,122,242
1269,30,14,30,110,128
1270,28,16,34,180,268
1271,29,10,27,129,232
1272,35,11,22,130,130
1273,33,11,24,105,120
1274,29,13,30,114,146
1275,27,12,31,91,162
1276,31,10,25,88,140
1277,26,15,35,131,198
1278,31,12,27,120,214
1279,30,10,26,77,154
1280,32,10,24,100,130
1281,32,9,23,95,158
1282,29,12,29,131,196
1283,29,14,31,149,218
1284,32,13,27,111,120
1285,31,11,26,99,142
1286,29,12,29,132,178
1287,30,10,26,133,276
1288,32,11,25,110,140
1289,25,17,38,159,216
1290,29,11,28,109,210
1291,28,10,28,158,300
1292,29,13,30,135,196
1293,32,12,26,94,130
1294,30,11,27,136,220
1295,28,13,31,152,256
1296,28,15,33,127,148
1297,30,10,26,98,164
1298,31,11,26,114,186
1299,35,9,20,92,122
1300,28,12,30,122,196
1301,29,11,28,97,168
1302,29,13,30,132,206
1303,27,12,31,178,346
1304,28,15,33,137,182
1305,28,13,31,122,194
1306,26,12,32,124,228
1307,37,8,17,61,76
1308,29,13,30,109,154
1309,30,12,28,113,178
1310,31,11,26,145,220
1311,29,13,30,112,160
1312,28,12,30,131,226
1313,27,13,32,112,180
1314,29,13,30,117,158
1315,33,10,23,82,112
1316,28,11,29,102,176
1317,25,14,35,153,222
1318,33,12,25,114,126
1319,29,14,31,151,186
1320,29,13,30,102,156
1321,27,13,32,169,306
1322,30,13,29,117,162
1323,26,13,33,146,230
1324,28,13,31,118,160
1325,31,9,24,83,156
1326,30,11,27,130,214
1327,27,14,33,118,184
1328,29,14,31,126,150
1329,33,11,24,102,120
1330,30,10,26,89,152
1331,31,9,24,145,430
1332,28,15,33,142,196
1333,30,12,28,100,136
1334,26,13,33,183,324
1335,29,12,29,163,296
1336,28,13,31,103,176
1337,28,11,29,116,214
1338,27,11,30,112,216
1339,32,14,28,138,138
1340,29,12,29,124,196
1341,26,11,31,120,224
1342,31,13,28,112,136
1343,28,14,32,114,154
1344,30,13,29,138,186
1345,31,9,24,111,260
1346,27,16,35,139,166
1347,26,12,32,125,210
1348,27,14,33,134,212
1349,26,13,33,128,218
1350,31,11,26,106,142
1351,32,11,25,101,134
1352,30,12,28,137,180
1353,30,12,28,118,158
1354,23,12,35,133,340
1355,30,12,28,102,154
1356,30,11,27,76,110
1357,32,11,25,92,122
1358,34,9,21,99,138
1359,27,12,31,103,184
1360,32,11,25,115,172
1361,29,10,27,104,216
1362,31,10,25,88,150
1363,27,14,33,116,182
1364,27,11,30,151,288
1365,31,12,27,116,152
1366,29,15,32,125,152
1367,28,13,31,145,208
1368,31,15,30,130,130
1369,32,10,24,86,140
1370,29,13,30,124,180
1371,29,13,30,132,198
1372,27,14,33,141,214
1373,31,10,25,97,196
1374,29,12,29,142,266
1375,30,11,27,128,224
1376,30,12,28,149,264
1377,31,11,26,81,130
1378,24,13,35,159,292
1379,30,13,29,142,202
1380,31,12,27,105,132
1381,27,16,35,146,164
1382,28,14,32,140,176
1383,27,14,33,134,188
1384,32,10,24,84,140
1385,33,9,22,55,86
1386,31,9,24,131,268
1387,29,11,28,136,234
1388,30,13,29,130,190
1389,28,13,31,120,186
1390,27,16,35,170,200
1391,30,14,30,108,120
1392,31,12,27,95,122
1393,29,12,29,104,158
1394,31,8,23,80,162
1395,24,14,36,149,298
1396,28,14,32,116,146
1397,30,13,29,123,168
1398,30,14,30,129,144
1399,30,12,28,81,112
1400,32,13,27,97,112
1401,29,12,29,163,276
1402,26,14,34,121,196
1403,30,12,28,127,212
1404,29,15,32,122,146
1405,30,12,28,88,138
1406,30,12,28,126,168
1407,28,12,30,115,166
1408,28,16,34,148,160
1409,29,15,32,152,194
1410,29,15,32,142,174
1411,28,11,29,106,200
1412,28,12,30,122,202
1413,31,13,28,108,132
1414,32,13,27,111,114
1415,31,13,28,129,174
1416,29,11,28,137,286
1417,34,8,20,57,94
1418,27,12,31,138,256
1419,26,12,32,114,204
1420,27,13,32,166,314
1421,28,14,32,138,174
1422,31,13,28,124,160
1423,28,14,32,166,226
1424,31,10,25,142,300
1425,31,10,25,127,194
1426,27,15,34,117,154
1427,32,12,26,124,136
1428,32,10,24,126,168
1429,28,13,31,108,170
1430,31,13,28,108,124
1431,31,9,24,82,148
1432,25,14,35,148,274
1433,26,13,33,118,220
1434,31,10,25,155,270
1435,25,14,35,137,226
1436,32,10,24,109,142
1437,33,9,22,109,160
1438,32,10,24,97,154
1439,29,10,27,115,234
1440,26,13,33,124,202
1441,30,13,29,119,158
1442,30,13,29,134,182
1443,30,11,27,93,144
1444,28,12,30,114,164
1445,29,13,30,145,208
1446,30,14,30,132,150
1447,26,12,32,119,238
1448,29,12,29,140,270
1449,28,11,29,110,204
1450,28,12,30,158,280
1451,26,14,34,152,286
1452,29,13,30,163,238
1453,28,12,30,140,218
1454,32,12,26,124,148
1455,26,13,33,133,232
1456,25,12,33,147,278
1457,30,11,27,124,172
1458,29,12,29,98,158
1459,29,12,29,132,186
1460,32,12,26,87,114
1461,29,12,29,139,210
1462,29,15,32,179,194
1463,25,14,35,154,270
1464,31,12,27,117,162
1465,28,12,30,120,200
1466,29,13,30,148,214
1467,28,13,31,169,286
1468,30,11,27,83,132
1469,33,10,23,74,98
1470,26,13,33,126,196
1471,27,14,33,113,164
1472,31,12,27,95,128
1473,28,13,31,116,168
1474,32,13,27,108,132
1475,31,12,27,116,164
1476,30,13,29,136,166
1477,28,13,31,126,194
1478,27,13,32,122,200
1479,28,12,30,181,448
1480,30,13,29,140,212
1481,26,14,34,145,220
1482,32,11,25,103,128
1483,26,12,32,123,214
1484,28,14,32,112,166
1485,29,14,31,168,278
1486,31,11,26,107,162
1487,29,11,28,156,302
1488,30,12,28,113,158
1489,26,15,35,148,220
1490,29,11,28,108,188
1491,30,14,30,124,136
1492,31,12,27,121,166
1493,29,12,29,136,224
1494,32,12,26,130,146
1495,31,12,27,104,142
1496,29,12,29,130,230
1497,30,10,26,71,116
1498,27,13,32,130,200
1499,25,16,37,167,224
1500,27,13,32,156,308
1501,33,10,23,94,124
1502,30,11,27,95,144
1503,28,10,28,123,268
1504,29,11,28,158,370
1505,33,11,24,82,106
1506,29,11,28,98,150
1507,32,12,26,141,198
1508,30,14,30,142,154
1509,28,12,30,136,196
1510,36,10,20,78,78
1511,31,12,27,133,160
1512,28,12,30,103,196
1513,34,10,22,93,126
1514,28,12,30,122,206
1515,27,13,32,109,194
1516,29,13,30,126,200
1517,32,11,25,101,150
1518,32,11,25,103,152
1519,31,11,26,113,176
1520,28,15,33,110,132
1521,31,10,25,98,192
1522,30,12,28,131,176
1523,27,13,32,137,242
1524,30,13,29,109,142
1525,29,11,28,114,192
1526,29,13,30,181,346
1527,32,10,24,90,124
1528,32,10,24,85,136
1529,29,13,30,118,178
1530,29,13,30,144,184
1531,27,14,33,144,208
1532,31,11,26,90,132
1533,28,14,32,178,246
1534,28,11,29,131,246
1535,32,13,27,107,110
1536,28,10,28,77,158
1537,29,14,31,104,132
1538,30,13,29,140,194
1539,32,11,25,154,258
1540,29,15,32,158,200
1541,28,14,32,88,130
1542,29,12,29,137,206
1543,30,11,27,143,280
1544,27,12,31,112,208
1545,36,8,18,59,80
1546,30,12,28,115,210
1547,30,10,26,85,156
1548,30,12,28,99,136
1549,28,13,31,109,164
1550,30,11,27,95,146
1551,29,11,28,152,322
1552,29,12,29,106,148
1553,29,11,28,131,226
1554,32,11,25,70,100
1555,34,10,22,85,100
1556,29,12,29,127,202
1557,30,12,28,111,162
1558,31,11,26,112,176
1559,29,11,28,120,210
1560,25,13,34,145,262
1561,28,13,31,114,166
1562,31,10,25,137,276
1563,29,10,27,128,280
1564,28,12,30,130,226
1565,29,9,26,101,202
1566,27,13,32,117,180
1567,33,12,25,110,116
1568,28,13,31,168,286
1569,30,13,29,129,180
1570,25,15,36,193,354
1571,30,13,29,93,120
1572,30,12,28,148,216
1573,28,12,30,121,194
1574,30,12,28,126,192
1575,31,13,28,145,166
1576,30,12,28,94,138
1577,28,14,32,140,206
1578,31,10,25,103,184
1579,30,11,27,127,196
1580,30,11,27,112,184
1581,26,12,32,157,334
1582,34,11,23,96,120
1583,29,13,30,125,158
1584,34,10,22,84,102
1585,34,10,22,91,130
1586,27,10,29,86,174
1587,32,10,24,109,178
1588,29,12,29,158,254
1589,31,9,24,113,208
1590,30,12,28,126,198
1591,28,13,31,137,234
1592,30,13,29,123,164
1593,26,15,35,154,224
1594,33,11,24,72,84
1595,26,15,35,165,284
1596,30,10,26,76,126
1597,30,12,28,87,120
1598,28,11,29,103,184
1599,28,15,33,116,146
1600,30,13,29,160,208
1601,29,12,29,126,200
1602,32,8,22,77,146
1603,28,12,30,117,180
1604,30,11,27,100,152
1605,28,10,28,74,154
1606,25,14,35,130,216
1607,30,11,27,101,164
1608,26,13,33,159,300
1609,26,13,33,126,222
1610,31,11,26,116,142
1611,25,17,38,185,254
1612,27,14,33,123,196
1613,30,12,28,159,230
1614,32,10,24,127,202
1615,26,13,33,151,248
1616,32,9,23,79,124
1617,32,11,25,113,176
1618,27,12,31,119,188
1619,31,12,27,140,194
1620,31,14,29,102,120
1621,29,14,31,127,154
1622,26,12,32,141,318
1623,29,14,31,92,110
1624,28,12,30,125,220
1625,28,13,31,138,220
1626,29,12,29,149,230
1627,29,12,29,110,178
1628,26,13,33,147,354
1629,31,13,28,85,100
1630,30,13,29,141,174
1631,26,15,35,110,168
1632,28,14,32,154,242
1633,29,12,29,143,240
1634,28,13,31,123,180
1635,30,11,27,100,154
1636,29,13,30,134,178
1637,29,13,30,136,202
1638,29,12,29,117,160
1639,24,16,38,155,210
1640,29,12,29,98,158
1641,33,12,25,101,110
1642,28,14,32,135,186
1643,24,13,35,132,262
1644,29,12,29,144,202
1645,32,9,23,85,144
1646,28,13,31,156,222
1647,31,12,27,83,110
1648,31,13,28,103,136
1649,31,12,27,97,124
1650,29,16,33,136,142
1651,30,11,27,93,152
1652,29,12,29,133,172
1653,33,11,24,131,170
1654,30,13,29,114,132
1655,31,9,24,89,150
1656,27,12,31,130,232
1657,28,12,30,122,170
1658,30,12,28,106,172
1659,30,13,29,94,124
1660,28,13,31,96,144
1661,28,16,34,136,154
1662,30,12,28,122,182
1663,27,15,34,111,144
1664,28,11,29,139,298
1665,27,12,31,148,220
1666,25,15,36,133,190
1667,27,13,32,130,216
1668,29,12,29,139,202
1669,30,13,29,128,170
1670,25,14,35,135,222
1671,30,10,26,80,126
1672,29,15,32,125,158
1673,30,13,29,89,110
1674,35,9,20,66,78
1675,31,11,26,136,214
1676,28,14,32,107,146
1677,30,9,25,81,168
1678,32,10,24,119,166
1679,30,11,27,86,128
1680,28,13,31,168,248
1681,27,11,30,107,210
1682,30,14,30,138,162
1683,29,11,28,114,174
1684,31,12,27,113,154
1685,29,10,27,128,242
1686,30,10,26,113,182
1687,28,12,30,122,212
1688,28,11,29,148,260
1689,30,10,26,104,160
1690,33,9,22,90,154
1691,26,12,32,102,190
1692,26,17,37,127,172
1693,26,13,33,136,238
1694,27,12,31,95,162
1695,30,12,28,126,184
1696,27,12,31,113,200
1697,29,13,30,106,134
1698,33,11,24,74,92
1699,34,10,22,108,132
1700,29,13,30,141,210
1701,34,9,21,113,140
1702,31,10,25,111,216
1703,27,13,32,142,232
1704,27,15,34,134,176
1705,34,10,22,78,102
1706,29,12,29,121,208
1707,30,12,28,127,190
1708,27,13,32,147,222
1709,30,13,29,109,142
1710,25,13,34,173,340
1711,27,12,31,154,308
1712,32,11,25,119,152
1713,30,13,29,112,148
1714,30,11,27,131,258
1715,29,10,27,107,206
1716,32,11,25,109,144
1717,29,11,28,110,196
1718,28,12,30,136,244
1719,30,13,29,110,140
1720,27,14,33,129,220
1721,29,12,29,110,172
1722,28,11,29,107,176
1723,29,11,28,134,180
1724,28,14,32,129,184
1725,30,12,28,102,150
1726,29,16,33,128,140
1727,28,15,33,115,136
1728,29,9,26,135,308
1729,29,14,31,138,198
1730,27,12,31,138,244
1731,30,12,28,106,178
1732,29,12,29,140,244
1733,32,12,26,104,146
1734,32,11,25,156,248
1735,28,15,33,121,176
1736,26,11,31,132,284
1737,31,12,27,102,138
1738,30,11,27,115,164
1739,29,13,30,131,182
1740,25,15,36,172,280
1741,31,11,26,125,182
1742,33,11,24,108,132
1743,31,9,24,102,226
1744,31,12,27,114,144
1745,26,10,30,120,276
1746,28,13,31,117,180
1747,29,14,31,159,216
1748,28,14,32,165,228
1749,30,10,26,120,202
1750,32,10,24,76,136
1751,28,13,31,123,182
1752,29,12,29,154,256
1753,31,10,25,121,190
1754,31,12,27,118,166
1755,27,12,31,135,250
1756,24,15,37,187,342
1757,28,11,29,109,206
1758,27,14,33,145,184
1759,29,12,29,108,170
1760,31,12,27,104,190
1761,32,12,26,120,150
1762,28,11,29,150,306
1763,26,13,33,135,264
1764,29,16,33,112,118
1765,30,12,28,106,162
1766,29,10,27,105,210
1767,28,14,32,150,218
1768,29,13,30,105,156
1769,26,13,33,124,266
1770,31,12,27,108,128
1771,31,11,26,112,170
1772,29,12,29,138,224
1773,28,12,30,124,196
1774,29,12,29,98,146
1775,34,10,22,120,150
1776,31,14,29,119,122
1777,28,13,31,109,154
1778,30,14,30,99,120
1779,28,11,29,109,248
1780,31,8,23,88,198
1781,28,15,33,158,224
1782,24,15,37,141,212
1783,27,12,31,139,222
1784,30,9,25,94,182
1785,30,11,27,129,204
1786,28,15,33,176,236
1787,29,11,28,100,166
1788,29,11,28,123,186
1789,29,14,31,125,158
1790,29,13,30,122,176
1791,27,12,31,82,132
1792,29,13,30,80,108
1793,29,10,27,109,208
1794,30,11,27,142,274
1795,32,11,25,115,142
1796,25,13,34,154,400
1797,30,11,27,84,126
1798,31,11,26,116,178
1799,29,14,31,139,172
1800,30,12,28,131,176
1801,33,12,25,91,124
1802,34,8,20,79,126
1803,28,12,30,120,200
1804,28,12,30,127,208
1805,30,10,26,114,210
1806,29,16,33,124,130
1807,32,10,24,95,122
1808,30,15,31,128,140
1809,30,13,29,115,142
1810,30,12,28,114,184
1811,27,12,31,159,282
1812,29,12,29,94,156
1813,29,12,29,147,242
1814,31,10,25,116,184
1815,31,12,27,132,172
1816,31,10,25,103,184
1817,33,11,24,114,132
1818,28,12,30,91,196
1819,31,11,26,100,136
1820,28,15,33,152,188
1821,30,12,28,132,204
1822,30,14,30,95,116
1823,28,12,30,101,224
1824,26,13,33,135,222
1825,29,14,31,130,172
1826,33,11,24,123,162
1827,25,11,32,95,192
1828,29,12,29,128,188
1829,29,14,31,118,160
1830,27,12,31,135,252
1831,30,13,29,94,132
1832,27,12,31,108,222
1833,27,12,31,153,280
1834,26,15,35,152,212
1835,28,12,30,130,214
1836,26,16,36,181,214
1837,29,13,30,124,160
1838,26,13,33,173,322
1839,28,12,30,103,164
1840,32,13,27,97,112
1841,28,13,31,169,250
1842,28,13,31,165,234
1843,29,14,31,138,168
1844,28,14,32,162,220
1845,31,12,27,126,180
1846,31,11,26,111,156
1847,28,12,30,113,198
1848,29,14,31,125,158
1849,28,12,30,113,196
1850,32,13,27,113,128
1851,25,13,34,159,294
1852,23,15,38,142,250
1853,30,13,29,109,142
1854,34,9,21,117,174
1855,31,9,24,127,234
1856,29,13,30,167,242
1857,25,16,37,142,216
1858,31,10,25,83,128
1859,29,15,32,131,146
1860,29,13,30,131,188
1861,33,12,25,92,104
1862,28,15,33,111,122
1863,29,13,30,120,168
1864,27,13,32,168,282
1865,28,12,30,121,216
1866,30,12,28,114,174
1867,31,13,28,151,184
1868,33,11,24,108,148
1869,33,10,23,98,128
1870,25,13,34,176,326
1871,33,12,25,114,144
1872,28,13,31,115,166
1873,31,12,27,114,150
1874,29,12,29,105,150
1875,29,9,26,79,172
1876,29,12,29,105,214
1877,28,12,30,164,278
1878,30,13,29,137,188
1879,26,14,34,150,288
1880,30,12,28,135,210
1881,27,14,33,140,214
1882,31,11,26,85,122
1883,29,11,28,90,148
1884,30,15,31,124,130
1885,27,14,33,118,172
1886,30,11,27,119,182
1887,30,10,26,78,118
1888,29,14,31,102,132
1889,26,12,32,144,304
1890,29,13,30,128,192
1891,30,13,29,117,168
1892,29,12,29,112,160
1893,29,9,26,115,244
1894,31,12,27,104,128
1895,31,12,27,137,170
1896,28,13,31,160,220
1897,28,10,28,113,296
1898,28,11,29,111,202
1899,30,10,26,105,166
1900,27,12,31,132,270
1901,29,16,33,122,128
1902,30,14,30,118,142
1903,31,13,28,137,152
1904,29,12,29,101,160
1905,28,16,34,114,144
1906,30,11,27,128,216
1907,29,13,30,142,198
1908,27,12,31,133,252
1909,32,10,24,104,168
1910,27,16,35,149,194
1911,25,14,35,144,200
1912,29,13,30,126,162
1913,27,12,31,110,186
1914,32,10,24,87,140
1915,26,13,33,111,178
1916,29,13,30,137,194
1917,27,14,33,116,170
1918,30,11,27,140,236
1919,29,12,29,129,196
1920,30,10,26,105,192
1921,27,13,32,145,224
1922,31,14,29,118,124
1923,29,10,27,136,252
1924,34,10,22,127,172
1925,27,14,33,122,170
1926,30,11,27,96,140
1927,29,12,29,134,206
1928,23,14,37,154,464
1929,31,10,25,92,132
1930,32,11,25,132,176
1931,30,10,26,109,178
1932,26,14,34,142,196
1933,26,16,36,178,256
1934,31,11,26,87,132
1935,30,12,28,105,148
1936,32,9,23,107,222
1937,29,12,29,120,194
1938,27,14,33,118,172
1939,31,11,26,114,182
1940,33,10,23,87,120
1941,29,11,28,99,178
1942,28,11,29,151,294
1943,29,10,27,100,188
1944,26,10,30,137,410
1945,27,13,32,165,252
1946,32,12,26,122,140
1947,33,11,24,96,114
1948,30,14,30,132,156
1949,27,13,32,131,218
1950,30,14,30,102,126
1951,30,12,28,176,298
1952,29,10,27,171,408
1953,25,14,35,171,262
1954,29,14,31,137,170
1955,27,13,32,146,234
1956,27,13,32,128,198
1957,31,14,29,137,152
1958,29,12,29,150,218
1959,28,13,31,122,164
1960,32,12,26,106,118
1961,32,11,25,120,156
1962,28,14,32,126,208
1963,28,12,30,169,354
1964,31,11,26,123,238
1965,25,14,35,147,264
1966,30,13,29,149,206
1967,29,11,28,105,198
1968,32,10,24,105,154
1969,27,12,31,129,226
1970,32,12,26,106,138
1971,29,12,29,124,190
1972,31,12,27,112,148
1973,31,10,25,131,208
1974,31,12,27,102,154
1975,28,13,31,132,198
1976,30,10,26,70,136
1977,27,14,33,122,164
1978,33,10,23,125,194
1979,25,14,35,143,248
1980,29,13,30,148,266
1981,30,11,27,103,158
1982,32,13,27,96,108
1983,28,10,28,138,256
1984,30,14,30,128,152
1985,28,13,31,111,174
1986,28,13,31,103,160
1987,30,12,28,128,188
1988,30,12,28,92,122
1989,31,11,26,102,136
1990,30,13,29,121,172
1991,28,14,32,123,162
1992,29,12,29,106,168
1993,30,11,27,124,172
1994,28,14,32,132,180
1995,28,11,29,92,194
1996,27,16,35,180,246
1997,28,11,29,148,332
1998,28,14,32,126,162
1999,31,10,25,129,220
2000,30,13,29,113,146
2001,26,10,30,116,270
2002,27,13,32,128,220
2003,32,12,26,141,204
2004,28,10,28,126,232
2005,32,12,26,74,90
2006,24,16,38,153,228
2007,29,12,29,113,172
2008,27,13,32,153,242
2009,29,13,30,84,114
2010,27,13,32,113,176
2011,33,10,23,73,114
2012,30,16,32,162,162
2013,28,12,30,108,182
2014,28,14,32,151,210
2015,27,13,32,177,328
2016,30,12,28,163,262
2017,28,12,30,149,242
2018,31,11,26,96,138
2019,30,12,28,131,170
2020,31,12,27,101,134
2021,25,14,35,148,248
2022,28,13,31,105,146
2023,32,12,26,108,126
2024,28,12,30,155,276
2025,26,13,33,133,230
2026,30,13,29,152,206
2027,32,12,26,104,134
2028,32,11,25,86,124
2029,36,9,19,90,102
2030,28,11,29,115,206
2031,29,12,29,132,204
2032,30,12,28,122,164
2033,27,17,36,150,174
2034,30,13,29,104,128
2035,30,12,28,87,132
2036,28,13,31,125,190
2037,29,13,30,134,200
2038,25,14,35,125,192
2039,30,14,30,126,168
2040,29,11,28,108,184
2041,27,15,34,120,162
2042,28,13,31,94,140
2043,32,12,26,94,118
2044,29,14,31,135,186
2045,30,10,26,78,162
2046,33,9,22,98,152
2047,31,13,28,109,136
2048,26,15,35,119,158
2049,32,10,24,106,206
2050,29,14,31,146,184
2051,28,13,31,126,184
2052,26,13,33,132,228
2053,28,10,28,165,414
2054,28,13,31,150,276
2055,29,14,31,97,128
2056,32,11,25,78,108
2057,31,12,27,121,148
2058,30,11,27,116,216
2059,31,12,27,129,186
2060,31,12,27,122,214
2061,29,11,28,82,132
2062,30,10,26,102,172
2063,31,10,25,116,202
2064,28,12,30,120,184
2065,31,14,29,125,134
2066,29,13,30,101,140
2067,27,11,30,130,226
2068,29,11,28,134,214
2069,29,12,29,127,192
2070,28,13,31,109,156
2071,30,14,30,143,182
2072,33,7,20,82,210
2073,27,16,35,162,192
2074,30,13,29,140,210
2075,29,12,29,135,212
2076,31,12,27,113,146
2077,29,13,30,111,138
2078,26,15,35,128,174
2079,31,13,28,129,174
2080,30,13,29,103,118
2081,33,10,23,113,164
2082,30,14,30,119,158
2083,26,12,32,111,258
2084,26,9,29,157,394
2085,27,14,33,128,166
2086,27,13,32,160,262
2087,33,11,24,121,166
2088,30,12,28,123,236
2089,26,14,34,144,248
2090,28,12,30,130,232
2091,31,13,28,106,142
2092,29,12,29,132,226
2093,27,13,32,181,324
2094,32,10,24,122,164
2095,28,14,32,129,162
2096,30,11,27,129,210
2097,29,13,30,127,158
2098,28,11,29,105,212
2099,27,12,31,118,202
2100,30,14,30,147,168
2101,28,12,30,137,224
2102,30,11,27,113,168
2103,27,9,28,160,490
2104,32,13,27,101,104
2105,30,10,26,107,228
2106,29,10,27,123,238
2107,28,10,28,95,190
2108,29,12,29,139,196
2109,28,14,32,160,270
2110,31,12,27,90,120
2111,30,12,28,110,158
2112,27,14,33,160,232
2113,28,11,29,104,206
2114,28,15,33,110,134
2115,30,12,28,91,138
2116,30,10,26,135,230
2117,29,10,27,103,228
2118,24,13,35,185,568
2119,25,11,32,140,290
2120,26,14,34,128,180
2121,29,11,28,79,122
2122,29,14,31,144,262
2123,27,14,33,123,222
2124,27,13,32,102,186
2125,26,11,31,170,368
2126,27,12,31,121,194
2127,23,15,38,156,276
2128,31,13,28,112,130
2129,32,12,26,107,122
2130,28,13,31,103,144
2131,31,13,28,118,136
2132,32,9,23,83,140
2133,27,11,30,106,196
2134,28,14,32,135,188
2135,29,14,31,123,168
2136,28,12,30,134,222
2137,29,13,30,126,180
2138,33,11,24,104,140
2139,31,12,27,124,160
2140,31,10,25,114,206
2141,30,12,28,142,246
2142,28,12,30,90,150
2143,30,15,31,154,166
2144,27,14,33,154,244
2145,30,14,30,126,138
2146,28,14,32,126,154
2147,32,11,25,128,150
2148,28,12,30,97,158
2149,32,13,27,107,116
2150,27,12,31,117,218
2151,30,13,29,112,154
2152,34,9,21,84,138
2153,31,9,24,124,242
2154,33,12,25,101,104
2155,25,13,34,107,190
2156,29,13,30,146,244
2157,31,11,26,75,102
2158,28,10,28,110,222
2159,29,11,28,136,266
2160,30,13,29,132,156
2161,30,13,29,102,132
2162,31,11,26,104,152
2163,34,9,21,100,144
2164,30,7,23,111,324
2165,30,12,28,119,164
2166,29,13,30,109,166
2167,29,13,30,142,188
2168,26,13,33,137,276
2169,27,11,30,112,244
2170,28,10,28,123,284
2171,29,10,27,115,222
2172,28,12,30,158,304
2173,32,12,26,79,94
2174,26,12,32,139,232
2175,31,14,29,109,118
2176,31,12,27,115,142
2177,30,11,27,143,242
2178,27,11,30,92,164
2179,29,12,29,106,200
2180,33,9,22,103,168
2181,32,11,25,100,124
2182,27,12,31,124,190
2183,31,11,26,89,132
2184,29,12,29,98,150
2185,31,11,26,88,136
2186,30,10,26,100,182
2187,23,14,37,161,270
2188,29,12,29,121,160
2189,29,13,30,122,182
2190,28,14,32,115,136
2191,28,13,31,173,272
2192,32,11,25,123,144
2193,29,14,31,183,240
2194,32,11,25,114,138
2195,28,12,30,107,168
2196,30,13,29,153,318
2197,29,12,29,106,148
2198,27,14,33,124,170
2199,25,11,32,136,292
2200,29,12,29,137,212
2201,27,14,33,115,182
2202,30,11,27,107,176
2203,27,12,31,129,254
2204,25,13,34,101,168
2205,28,13,31,142,202
2206,32,12,26,142,166
2207,28,14,32,127,172
2208,25,15,36,178,312
2209,30,10,26,100,146
2210,27,16,35,138,156
2211,29,12,29,116,176
2212,29,11,28,139,280
2213,27,12,31,111,208
2214,27,12,31,156,256
2215,29,12,29,131,212
